location,area_sqft,bhk,bathrooms,floor,total_floors,age_of_property,parking,lift,actual_price
panvel,1369.6,1,3.0,16.55400254129606,37.0,3.8,1,0,19878567
panvel,1199.32,4,4.0,11,38.0,5.0,0,1,14084642
ghansoli,656.18,2,1.0,17,19.846280312371558,14.1,1,1,10208674
nerul,1010.66,2.4597701149425286,1.0,7,4.0,1.9,0,0,13070197
panvel,1592.14,2,1.0,12,2.0,15.3,1,0,17027840
nerul,478.43,3,1.0,12,5.0,6.7,0,0,9257661
ghansoli,1357.06,2.4597701149425286,3.0,21,18.0,9.6,1,1,23669135
cbd belapur,699.77,3,2.5295887662988967,6,29.0,11.5,0,0,10122112
airoli,1619.58,4,2.5295887662988967,8,13.0,8.2,1,1,20347822
vashi,633.99,2.4597701149425286,4.0,8,2.0,4.2,0,1,7079739
nerul,1587.27,1,3.0,6,22.0,4.9,0,0,29015013
kharghar,610.06,4,2.0,5,20.0,13.0,0,0,6381565
ulwe,-62.9,4,3.0,12,1.0,12.1,0,0,-1072876
panvel,1494.05,2,2.0,8,22.0,0.5,1,1,16221078
nerul,1167.4,2,2.5295887662988967,12,37.0,14.5,0,0,16205759
airoli,1501.67,3,2.5295887662988967,31,30.0,7.5,0,0,30315636
airoli,554.99,2,3.0,5,10.0,12.4,1,0,9565459
airoli,842.24,3,2.0,16,31.0,12.3,1,1,12954325
nerul,1023.54,1,2.0,33,7.0,4.1,1,0,16369579
ulwe,1262.81,2.4597701149425286,3.0,28,16.0,2.5,1,0,15213401
ghansoli,705.45,4,1.0,18,8.0,7.4,0,1,11883407
panvel,1162.44,1,2.5295887662988967,29,21.0,17.7,0,1,12267836
nerul,612.27,2,3.0,22,19.846280312371558,8.6,0,0,10061421
ulwe,1156.01,2,4.0,10,31.0,11.1,0,1,19437223
nerul,1529.12,2.4597701149425286,1.0,27,6.0,13.6,0,1,22707709
kharghar,737.8,2,1.0,1,9.0,4.5,1,1,11197294
airoli,352.38,2,3.0,14,21.0,6.7,0,1,4796231
vashi,663.88,2.4597701149425286,4.0,10,30.0,12.1,0,0,10891137
vashi,1647.83,2,4.0,1,32.0,13.2,0,0,26226102
panvel,1359.35,2,3.0,28,19.846280312371558,6.9,1,1,21715721
panvel,816.61,4,3.0,23,18.0,0.5,0,1,10060544
panvel,818.94,1,4.0,16.55400254129606,7.0,5.6,1,0,13337744
airoli,3063.48,2,2.5295887662988967,3,39.0,7.2,1,1,33653869
panvel,762.21,2,4.0,14,29.0,11.3,0,1,8107192
panvel,1333.78,2,3.0,30,19.0,15.7,0,0,21738441
vashi,641.32,2,3.0,15,15.0,15.7,0,1,9664318
nerul,645.3,2.4597701149425286,1.0,1,35.0,6.2,1,0,8299385
panvel,810.68,2,2.0,19,19.0,5.0,0,0,10507553
vashi,1366.08,4,1.0,12,4.0,0.4,0,0,29685373
nerul,1205.46,1,1.0,30,28.0,14.3,1,0,19075942
panvel,1078.64,2,3.0,28,33.0,18.5,0,1,20918982
kharghar,929.55,3,3.0,10,13.0,8.1,1,0,11329443
ulwe,735.68,1,1.0,16.55400254129606,31.0,2.2,1,1,11501374
panvel,830.13,1,3.0,27,18.0,7.7,0,0,14040839
cbd belapur,597.43,2,2.5295887662988967,22,37.0,16.4,0,0,5844590
kharghar,657.65,2.4597701149425286,1.0,20,26.0,7.1,1,0,5653173
nerul,1483.78,2,4.0,16.55400254129606,24.0,13.9,1,0,28637297
kharghar,1572.75,4,3.0,27,30.0,6.8,0,0,21771663
ghansoli,466.31,1,4.0,21,35.0,5.0,0,0,5885720
kharghar,603.25,2,4.0,32,31.0,7.8,0,1,10103906
ghansoli,136.13,3,2.0,15,3.0,5.8,1,1,2045320
belapur,827.31,1,4.0,27,12.0,1.1,0,0,12761166
cbd belapur,-226.16,3,4.0,0,8.0,11.9,0,0,-2288086
cbd belapur,958.94,3,4.0,9,1.0,18.2,0,1,11022956
nerul,1335.63,4,1.0,17,9.0,15.1,0,0,25464115
kharghar,1415.14,1,2.5295887662988967,23,23.0,4.5,0,1,14481297
ghansoli,835.2,2,2.5295887662988967,20,8.0,14.9,0,1,13073889
nerul,951.58,4,4.0,6,9.0,4.5,0,1,16839597
nerul,876.28,2.4597701149425286,4.0,20,14.0,6.8,1,0,11120664
panvel,1208.45,1,3.0,21,1.0,6.1,0,0,17061776
nerul,46.23,2,3.0,23,22.0,4.6,0,1,622890
ghansoli,2578.15,2,1.0,31,38.0,6.1,0,0,34755149
ulwe,914.58,2.4597701149425286,4.0,23,24.0,5.3,1,0,10880452
kharghar,1118.69,2.4597701149425286,1.0,3,7.0,7.6,1,0,19889967
panvel,80.46,2.4597701149425286,2.0,3,18.0,4.2,0,0,1364226
ghansoli,416.75,2,1.0,3,2.0,1.3,0,0,4566619
nerul,106.64,2.4597701149425286,2.0,21,32.0,9.9,1,1,1532626
nerul,1044.08,2,3.0,1,31.0,1.1,1,1,14538375
kharghar,1411.74,4,4.0,5,31.0,5.1,1,0,29330108
kharghar,956.01,2.4597701149425286,3.0,15,33.0,8.1,1,1,14707249
kharghar,-438.57,4,2.0,7,20.0,10.5,1,1,-6280979
airoli,1299.26,2,2.0,34,12.0,3.2,0,1,15581264
cbd belapur,205.41,1,4.0,3,5.0,5.1,1,0,1903347
ulwe,880.21,1,2.5295887662988967,33,31.0,14.0,0,1,11744538
ulwe,1130.49,2,4.0,28,31.0,7.6,1,1,18842641
nerul,491.78,2,2.5295887662988967,14,30.0,0.2,0,1,6549131
kharghar,561.95,2,3.0,16.55400254129606,23.0,5.6,1,0,7852669
ulwe,1221.75,2,2.5295887662988967,22,36.0,1.1,1,1,20942925
nerul,3430.9657487994687,4,2.0,31,30.0,14.3,0,1,50507091.96410894
airoli,234.77,2,4.0,16.55400254129606,13.0,13.6,1,1,5167488
cbd belapur,1018.6,1,4.0,16.55400254129606,26.0,10.3,0,0,11442230
airoli,747.61,2,4.0,11,12.0,1.8,0,0,8387799
airoli,456.06,2,1.0,1,25.0,13.7,1,1,6749169
vashi,80.95,2,2.0,4,5.0,7.6,1,0,1891448
airoli,1228.37,1,2.5295887662988967,12,16.0,4.9,0,1,15953910
nerul,1235.9,4,4.0,16.55400254129606,29.0,6.6,1,0,24062279
airoli,496.29,2,1.0,20,15.0,7.1,1,0,6764967
belapur,918.37,4,2.0,7,37.0,4.5,0,1,18029087
nerul,373.44,3,1.0,17,30.0,5.4,1,0,4760986
belapur,1144.47,4,1.0,16,18.0,3.7,1,0,18804209
vashi,1254.36,2,3.0,8,11.0,6.8,0,1,18235515
kharghar,1068.82,3,2.0,7,10.0,0.4,0,1,18935139
panvel,954.75,3,3.0,17,4.0,10.3,1,0,19542973
panvel,985.83,1,4.0,13,22.0,6.8,0,1,17196086
panvel,849.14,4,3.0,33,3.0,20.1,1,1,16310230
airoli,1497.7,3,4.0,6,28.0,1.2,1,1,16768561
airoli,521.92,3,2.0,29,21.0,18.3,1,0,8499538
airoli,1580.98,2.4597701149425286,4.0,26,10.0,7.4,1,0,23369813
kharghar,571.0,2.4597701149425286,3.0,15,37.0,4.2,0,0,6565961
ulwe,73.24,1,3.0,12,19.846280312371558,7.0,1,1,-102674
panvel,721.9,4,4.0,15,15.0,14.9,0,0,15755618
airoli,610.27,1,4.0,26,33.0,6.3,0,0,10223297
ulwe,1057.61,3,1.0,18,2.0,4.9,0,0,12936623
belapur,1298.77,2,4.0,15,18.0,16.6,0,1,19289901
kharghar,-346.51,4,4.0,6,28.0,1.9,1,0,-5387925
cbd belapur,1080.65,1,4.0,14,1.0,18.4,0,0,17718323
nerul,1050.73,2,1.0,16.55400254129606,1.0,2.5,0,0,11173787
airoli,858.25,2,1.0,2,2.0,8.9,0,0,9153206
airoli,1105.84,4,1.0,18,36.0,5.3,0,0,19490416
nerul,791.12,2.4597701149425286,4.0,30,21.0,1.4,0,0,11553071
belapur,995.31,2,1.0,18,14.0,0.6,0,1,12864165
kharghar,839.87,2,4.0,22,34.0,12.5,0,1,9925029
panvel,599.02,2,4.0,9,9.0,16.5,0,0,9179316
ghansoli,937.09,2.4597701149425286,2.0,30,2.0,2.2,1,0,15863615
panvel,1186.58,2,4.0,8,15.0,12.1,0,1,12413820
cbd belapur,1142.83,3,1.0,19,33.0,10.2,1,0,16152783
ghansoli,989.84,2,2.5295887662988967,2,39.0,2.0,0,0,14372028
cbd belapur,-99.93,1,2.5295887662988967,11,31.0,23.3,0,0,-1479454
panvel,1275.55,3,4.0,12,8.0,2.4,0,1,24318230
kharghar,1222.11,2.4597701149425286,2.0,16,21.0,14.9,1,1,13628765
kharghar,1218.96,2,3.0,31,5.0,9.0,0,0,20152203
nerul,1125.8,2,2.0,11,5.0,12.7,0,0,17815698
belapur,65.43,2,4.0,12,5.0,15.2,0,1,1573423
kharghar,61.08,2,2.5295887662988967,32,6.0,5.5,0,0,656536
panvel,680.26,2.4597701149425286,2.0,2,18.0,3.5,1,0,7122690
kharghar,563.39,1,3.0,19,21.0,10.5,0,0,5543974
cbd belapur,1501.39,3,4.0,20,35.0,4.0,0,0,17043855
nerul,1319.4,2,1.0,10,1.0,1.7,0,1,19509671
nerul,1034.1,2.4597701149425286,4.0,24,36.0,18.2,0,1,13976848
kharghar,904.18,4,3.0,27,4.0,8.5,1,1,12214185
ulwe,1137.42,2,3.0,16.55400254129606,22.0,18.7,0,1,17098417
cbd belapur,1536.08,3,2.5295887662988967,27,32.0,2.7,0,1,23008440
ulwe,1474.47,3,4.0,18,19.846280312371558,6.7,1,1,28810006
panvel,1079.67,2,2.0,16.55400254129606,17.0,19.8,0,0,16361939
ghansoli,611.94,2,4.0,17,6.0,11.3,0,0,7235780
panvel,517.58,2.4597701149425286,2.0,33,14.0,14.3,0,1,9528750
kharghar,1961.97,2,2.0,6,19.0,2.0,1,1,33785562
nerul,997.61,3,3.0,6,2.0,1.2,1,0,9957891
ulwe,544.23,2,2.5295887662988967,1,19.0,12.7,1,0,7284666
belapur,1280.42,4,4.0,21,4.0,5.4,1,1,23029451
ulwe,901.39,2,2.5295887662988967,11,6.0,16.8,0,0,12812813
panvel,417.72,2.4597701149425286,3.0,4,18.0,5.1,0,1,6557472
ulwe,990.12,2,2.5295887662988967,22,37.0,6.7,1,0,14252839
cbd belapur,1751.07,1,3.0,32,7.0,9.7,0,0,31713299
airoli,1304.95,2,1.0,28,37.0,14.1,0,0,17208452
kharghar,812.06,3,3.0,17,14.0,22.0,1,0,12604376
vashi,1227.24,2.4597701149425286,3.0,16.55400254129606,34.0,9.1,1,1,17048658
belapur,1238.98,3,4.0,12,2.0,5.8,0,0,15218424
ulwe,789.65,1,3.0,33,17.0,11.7,1,1,10759396
airoli,665.12,2,4.0,28,2.0,10.5,0,0,10991143
vashi,1526.69,2,2.5295887662988967,33,15.0,12.7,1,0,23862398
cbd belapur,592.87,4,3.0,0,4.0,17.2,1,0,11915151
nerul,881.4,1,4.0,13,4.0,2.1,0,0,13389877
airoli,673.45,4,3.0,3,18.0,12.1,0,0,8829352
vashi,524.48,2.4597701149425286,3.0,14,31.0,3.3,0,1,4937345
nerul,1075.79,4,2.0,11,31.0,19.0,0,0,18709764
cbd belapur,966.55,4,2.5295887662988967,0,39.0,11.3,0,0,19625520
ghansoli,2003.69,1,2.5295887662988967,19,37.0,3.2,1,0,26098760
airoli,677.65,2,1.0,12,9.0,2.1,0,1,10618093
airoli,791.55,2.4597701149425286,3.0,16,29.0,5.3,1,0,12390542
airoli,854.76,4,1.0,28,38.0,8.3,1,1,16541494
nerul,658.39,1,2.5295887662988967,1,33.0,5.4,0,0,11582975
cbd belapur,1294.79,4,4.0,16.55400254129606,35.0,0.1,0,0,23490038
nerul,949.17,1,2.0,14,34.0,10.5,1,0,12210058
kharghar,3144.35,1,2.0,12,5.0,7.6,0,1,42535708
airoli,1042.5,1,1.0,4,25.0,7.5,0,1,19149360
airoli,1321.79,2,3.0,21,33.0,2.6,0,0,13557678
nerul,1221.14,2.4597701149425286,1.0,5,20.0,17.9,0,0,13997202
airoli,380.35,2,4.0,30,34.0,5.3,1,0,5545276
airoli,987.26,2,4.0,14,38.0,9.1,0,1,16060536
kharghar,47.5,3,3.0,16.55400254129606,6.0,0.9,0,1,691464
kharghar,1644.39,3,4.0,9,5.0,9.2,0,0,17892895
panvel,1358.61,3,4.0,8,12.0,13.5,0,0,17189818
airoli,1031.53,3,2.5295887662988967,2,12.0,5.2,0,0,11698106
cbd belapur,842.59,4,1.0,4,17.0,2.7,0,1,13251676
airoli,492.4,1,4.0,5,26.0,3.8,1,0,4668834
kharghar,136.3,1,4.0,31,28.0,0.5,0,0,1325620
cbd belapur,885.15,3,3.0,30,10.0,8.9,0,1,16568628
vashi,910.87,4,1.0,17,27.0,1.4,1,1,15589490
nerul,1059.05,2,4.0,2,8.0,10.1,0,1,15722910
kharghar,999.07,2,2.5295887662988967,19,36.0,17.7,1,0,10653590
ulwe,1023.72,2,4.0,14,37.0,5.5,1,0,13628330
ghansoli,737.14,2.4597701149425286,2.0,20,15.0,5.7,0,0,10749764
panvel,1939.58,3,2.5295887662988967,33,28.0,2.1,1,0,21541180
cbd belapur,909.94,2.4597701149425286,4.0,11,19.846280312371558,6.8,0,1,10510181
vashi,433.78,2,3.0,22,27.0,7.1,1,0,5718100
ulwe,1018.9,4,1.0,26,34.0,12.0,0,0,19814938
ulwe,1520.79,2,4.0,3,26.0,4.8,0,1,22249957
panvel,1156.78,1,3.0,29,3.0,6.7,0,0,11982991
vashi,1239.89,1,4.0,6,34.0,6.6,1,0,18525337
airoli,788.77,2.4597701149425286,1.0,10,24.0,9.6,1,1,8673851
kharghar,1547.98,3,3.0,19,19.0,2.4,0,1,27558327
kharghar,659.07,2,2.5295887662988967,11,14.0,12.4,1,1,11677007
panvel,1495.03,2,1.0,4,14.0,17.8,0,1,19016423
airoli,1435.24,1,3.0,16,12.0,8.9,1,0,20254178
cbd belapur,1371.57,3,1.0,31,24.0,2.2,1,0,23376303
nerul,1415.35,2,4.0,7,14.0,14.4,0,1,19310601
cbd belapur,913.91,2,4.0,28,19.846280312371558,12.7,1,1,10072242
nerul,1220.2,2,4.0,31,2.0,10.8,0,0,17060100
airoli,675.76,2,1.0,16.55400254129606,26.0,9.9,1,0,8929995
panvel,214.49,2,4.0,13,10.0,3.1,1,1,2795448
ghansoli,1347.78,1,2.0,9,16.0,11.9,0,0,14856466
cbd belapur,684.73,1,2.0,5,26.0,9.2,0,0,9146369
cbd belapur,1411.56,2,3.0,16.55400254129606,26.0,3.2,1,1,27006386
ghansoli,3430.9657487994687,2,2.5295887662988967,10,11.0,6.0,1,1,50507091.96410894
nerul,1118.77,2.4597701149425286,1.0,19,35.0,8.8,0,0,16007429
ghansoli,3430.9657487994687,4,1.0,16.55400254129606,16.0,6.8,0,0,50507091.96410894
cbd belapur,1209.3,2,2.5295887662988967,28,34.0,8.8,1,0,13941983
vashi,826.61,1,4.0,29,27.0,22.6,0,1,9944469
airoli,507.48,3,3.0,18,30.0,5.3,1,0,9446719
kharghar,71.01,2,4.0,20,1.0,1.4,0,0,1489576
panvel,21.22,1,2.5295887662988967,6,38.0,11.3,1,1,1154864
nerul,756.93,1,1.0,29,11.0,3.7,0,0,7959044
cbd belapur,1332.52,3,4.0,17,32.0,21.9,0,1,26785304
airoli,579.31,4,3.0,8,2.0,15.7,0,1,7321763
nerul,888.4,1,2.0,6,29.0,7.0,0,0,13321843
cbd belapur,339.75,2,2.5295887662988967,34,29.0,7.9,1,0,6075417
airoli,1130.84,2.4597701149425286,3.0,4,5.0,0.1,0,1,11002355
vashi,1163.99,3,2.0,27,9.0,4.4,1,0,17234699
kharghar,1152.39,2,3.0,0,32.0,3.6,1,1,13831493
airoli,469.36,2,3.0,15,10.0,10.7,1,0,7321089
nerul,463.01,2,4.0,30,22.0,7.9,0,1,4439361
belapur,697.9,1,3.0,3,30.0,13.2,0,0,7186503
panvel,882.06,2,1.0,2,25.0,17.8,0,1,11485246
kharghar,821.96,2,2.5295887662988967,2,33.0,6.4,1,0,10091693
airoli,557.56,2,2.5295887662988967,30,6.0,3.0,1,1,9605672
nerul,1597.52,2,3.0,13,19.846280312371558,10.5,0,1,24454046
nerul,902.93,2,2.5295887662988967,32,4.0,5.3,0,0,16626784
cbd belapur,1231.06,2,3.0,25,11.0,9.4,1,0,17988966
kharghar,212.83,4,3.0,15,1.0,9.5,0,0,4926042
airoli,886.54,2.4597701149425286,4.0,13,19.846280312371558,9.3,0,1,9794316
ghansoli,1394.65,2,2.0,30,13.0,10.1,0,0,15640736
ghansoli,1406.88,3,3.0,27,30.0,14.9,0,0,25855731
kharghar,1060.62,3,4.0,29,17.0,12.8,0,1,17732782
panvel,904.18,4,2.5295887662988967,2,19.846280312371558,15.4,1,0,13761664
airoli,1246.14,2.4597701149425286,2.0,5,19.0,5.3,0,0,15922710
cbd belapur,1466.82,3,4.0,30,10.0,3.5,0,0,23772722
airoli,1334.6,4,3.0,34,27.0,14.9,1,0,18987219
kharghar,1161.58,2.4597701149425286,3.0,26,19.846280312371558,4.2,0,0,12931977
panvel,813.64,4,2.5295887662988967,21,28.0,10.6,0,0,12146034
belapur,622.72,1,3.0,18,30.0,8.0,0,0,6787214
panvel,689.99,4,1.0,17,27.0,4.0,0,0,8202277
airoli,1128.79,2.4597701149425286,3.0,18,28.0,4.2,0,0,10390487
panvel,1009.4,2,4.0,3,4.0,10.8,0,0,16490476
nerul,1065.46,1,2.5295887662988967,31,30.0,8.4,0,1,14492397
kharghar,891.57,2.4597701149425286,2.5295887662988967,10,37.0,4.4,0,0,10414047
cbd belapur,1462.13,3,2.0,19,33.0,5.3,0,1,15531735
nerul,318.15,4,1.0,21,23.0,16.3,0,0,4262086
airoli,176.53,2.4597701149425286,2.5295887662988967,33,32.0,0.8,0,0,3160714
panvel,852.37,2,2.5295887662988967,33,35.0,7.8,0,1,13616361
kharghar,324.01,1,1.0,4,30.0,10.2,1,0,5984094
ulwe,733.55,1,1.0,34,19.0,14.4,1,0,9741909
ghansoli,618.6,3,4.0,17,10.0,7.4,0,1,11188052
airoli,596.34,4,1.0,7,37.0,7.5,0,1,13151410
airoli,3430.9657487994687,4,2.5295887662988967,13,24.0,1.0,0,1,50507091.96410894
cbd belapur,1055.39,2.4597701149425286,1.0,2,25.0,10.2,1,0,9913088
airoli,946.75,3,4.0,21,4.0,8.9,0,0,18482771
nerul,676.55,1,1.0,21,18.0,6.4,0,1,6928168
kharghar,739.94,2,1.0,9,30.0,15.5,1,1,12299939
nerul,141.85,4,3.0,20,32.0,17.5,0,1,2976383
panvel,515.7,1,3.0,33,8.0,8.2,0,0,7729992
nerul,601.52,3,4.0,14,3.0,8.4,1,1,9509579
ulwe,1273.65,3,3.0,10,6.0,2.9,0,0,15234580
nerul,666.98,2,4.0,10,7.0,4.8,0,1,12722023
ghansoli,935.59,4,2.0,28,2.0,12.6,0,0,15017296
belapur,786.77,1,2.5295887662988967,32,25.0,4.2,0,0,10370945
cbd belapur,948.68,1,1.0,27,7.0,22.2,1,0,16155204
nerul,802.62,3,4.0,10,17.0,8.1,1,1,14687022
cbd belapur,1302.46,1,4.0,2,18.0,8.0,1,0,13494541
airoli,554.88,1,3.0,14,7.0,11.2,0,0,8673681
ulwe,1313.2,2.4597701149425286,4.0,33,1.0,11.0,0,1,15468139
panvel,748.09,2.4597701149425286,1.0,9,2.0,13.0,0,1,7410383
airoli,732.56,3,3.0,8,16.0,20.0,0,0,13859603
ulwe,999.39,3,2.5295887662988967,31,19.0,7.3,0,1,17161216
ulwe,396.66,3,3.0,16.55400254129606,9.0,13.4,0,1,4854542
belapur,1223.89,1,3.0,13,28.0,9.7,0,0,16395814
nerul,1523.37,2.4597701149425286,2.0,31,13.0,11.2,0,0,25712121
kharghar,1213.11,1,2.0,34,19.0,7.6,1,0,18758844
cbd belapur,1785.38,2,2.5295887662988967,30,30.0,1.5,1,1,26295893
airoli,107.74,3,2.0,27,16.0,1.3,0,1,2546218
kharghar,267.78,2,2.5295887662988967,20,18.0,11.8,1,1,4851331
kharghar,1131.92,2,2.0,28,35.0,12.6,1,0,19861999
panvel,133.01,2,3.0,24,31.0,18.3,0,1,2265296
belapur,1706.88,3,3.0,16.55400254129606,6.0,2.7,1,0,30267304
ghansoli,982.08,4,2.5295887662988967,34,39.0,2.6,0,0,15978201
cbd belapur,1121.05,2,2.0,31,7.0,1.4,0,0,14622100
kharghar,1239.74,1,2.0,1,32.0,8.4,0,1,15508275
panvel,1565.68,3,2.0,13,36.0,2.4,0,0,21530473
cbd belapur,542.43,1,2.0,25,4.0,1.6,0,0,5970442
ulwe,1398.6,2.4597701149425286,3.0,15,39.0,4.0,1,0,22083378
kharghar,1091.42,2,4.0,26,1.0,6.5,0,0,21012884
airoli,1275.01,3,2.0,3,16.0,16.1,0,1,24385418
belapur,1285.4,2,4.0,3,6.0,8.5,1,0,15922388
vashi,981.79,4,4.0,27,7.0,17.1,0,0,11945994
ulwe,850.25,2,4.0,31,33.0,1.0,0,0,12918171
airoli,456.76,2,3.0,32,11.0,16.3,0,0,4641283
airoli,2896.6,2,2.5295887662988967,26,18.0,3.5,1,0,40682113
nerul,474.59,3,1.0,12,19.0,19.9,1,1,6209777
panvel,1662.33,4,1.0,28,39.0,1.8,0,0,28301371
ulwe,1532.17,2.4597701149425286,2.0,33,39.0,4.5,0,1,21894864
belapur,430.17,2,2.0,24,25.0,13.0,0,1,4524964
ghansoli,1152.35,1,1.0,21,16.0,8.7,0,0,19132602
nerul,950.79,2,2.5295887662988967,2,5.0,17.2,0,0,12778040
panvel,766.09,4,4.0,17,23.0,11.3,0,0,9178727
vashi,269.33,2,2.5295887662988967,4,19.0,13.8,1,0,2642638
cbd belapur,1488.06,2,2.0,33,32.0,10.2,0,0,28219031
ghansoli,916.04,2,3.0,19,21.0,9.4,0,0,11544409
nerul,1042.58,1,2.5295887662988967,3,19.0,11.9,0,0,11639011
panvel,1085.5,3,2.5295887662988967,23,2.0,7.2,0,1,11927883
belapur,501.1,2,3.0,0,17.0,8.3,0,0,8578472
airoli,1425.57,1,3.0,9,35.0,12.2,1,0,24483974
panvel,1473.95,2,4.0,24,35.0,7.6,0,1,20808199
kharghar,1553.78,1,2.5295887662988967,8,1.0,6.6,0,1,18016033
panvel,468.88,4,2.0,12,1.0,12.0,0,1,9426434
panvel,727.03,2.4597701149425286,3.0,5,5.0,5.5,1,1,12200980
cbd belapur,881.25,1,4.0,33,6.0,1.4,1,1,12277905
nerul,1396.92,2.4597701149425286,1.0,0,27.0,9.6,0,0,22220818
panvel,995.41,2,1.0,33,13.0,12.0,1,0,12128579
belapur,1151.72,1,1.0,21,2.0,9.7,0,1,12803351
belapur,1416.89,2,2.5295887662988967,0,1.0,17.5,0,0,25496496
vashi,39.76,3,1.0,25,8.0,9.8,0,0,1096287
panvel,986.53,2,1.0,8,35.0,5.7,1,0,17507086
airoli,966.76,2,4.0,10,37.0,23.8,0,1,18054406
belapur,1152.97,1,2.5295887662988967,26,19.0,2.5,1,0,15746253
belapur,421.55,1,3.0,31,20.0,9.5,0,0,4943154
kharghar,563.5,2,3.0,7,1.0,6.9,1,1,11336830
airoli,421.91,4,1.0,33,30.0,19.0,1,0,8769851
airoli,962.06,4,1.0,16.55400254129606,9.0,5.3,0,1,15250808
ulwe,717.69,2.4597701149425286,1.0,16,3.0,6.5,1,1,8816724
panvel,1025.29,2,4.0,2,5.0,10.3,1,1,10126197
airoli,1260.06,1,1.0,21,21.0,11.3,0,0,13727229
ulwe,202.03,1,2.5295887662988967,15,19.846280312371558,17.1,0,0,3135872
kharghar,963.09,3,3.0,13,19.846280312371558,6.4,0,0,15514905
belapur,1147.33,2.4597701149425286,4.0,18,35.0,9.1,1,1,18194227
ulwe,1272.66,3,3.0,33,21.0,6.6,1,1,16234345
ulwe,557.19,2,4.0,15,1.0,3.9,0,0,6297712
panvel,913.08,4,2.5295887662988967,6,20.0,17.3,1,0,18407848
kharghar,209.26,4,3.0,2,19.846280312371558,12.7,1,0,2834997
kharghar,1326.28,2,1.0,18,27.0,11.0,0,0,12753190
ghansoli,-115.73,2,2.5295887662988967,28,23.0,12.0,0,0,-2400667
kharghar,1201.26,2,3.0,4,34.0,15.6,0,0,15291133
airoli,911.35,4,1.0,33,21.0,5.5,0,1,16967074
cbd belapur,1162.8,3,4.0,13,26.0,10.2,0,1,18424530
cbd belapur,588.52,2.4597701149425286,1.0,30,11.0,9.9,0,0,9475502
kharghar,144.2,2,4.0,15,26.0,2.2,0,1,3321427
kharghar,1099.94,4,2.5295887662988967,23,29.0,3.6,0,0,20204476
ghansoli,62.66,2,1.0,1,7.0,16.2,0,1,488127
ulwe,1723.34,1,2.0,12,5.0,9.5,0,0,29679481
kharghar,888.03,1,2.0,6,32.0,12.2,0,1,15995864
airoli,977.33,4,3.0,22,11.0,8.8,1,1,16277750
vashi,448.48,3,2.5295887662988967,7,5.0,8.0,0,1,5322856
panvel,1540.62,1,3.0,34,39.0,16.3,1,1,25432898
cbd belapur,1009.51,2.4597701149425286,3.0,22,8.0,7.0,0,0,12809243
belapur,697.6,1,2.0,17,23.0,12.7,1,0,8256724
panvel,601.78,2.4597701149425286,1.0,30,14.0,3.9,0,0,8361475
belapur,938.26,3,1.0,12,30.0,10.4,0,0,16702700
ghansoli,218.13,2,4.0,29,2.0,11.7,1,0,2542487
nerul,1628.58,3,1.0,28,30.0,9.3,0,1,29678682
nerul,390.57,2,2.0,27,36.0,11.4,0,0,3643883
kharghar,1178.8,2.4597701149425286,2.5295887662988967,6,3.0,3.8,0,0,15921238
cbd belapur,1254.67,2.4597701149425286,2.0,19,26.0,13.0,0,0,14811780
airoli,1190.99,4,4.0,15,18.0,3.7,0,1,16854941
airoli,553.48,2,2.5295887662988967,4,22.0,13.5,0,0,6728996
airoli,896.09,3,2.5295887662988967,16.55400254129606,11.0,8.2,1,0,12357201
vashi,1122.52,2.4597701149425286,2.5295887662988967,11,9.0,11.2,1,1,11644936
kharghar,1275.28,2,2.0,28,16.0,6.3,0,1,12146733
kharghar,-137.59,4,1.0,34,26.0,8.4,0,1,-2571737
nerul,1514.81,4,2.0,7,17.0,4.2,0,0,18707981
belapur,342.04,2,2.0,32,20.0,13.6,1,0,3274937
nerul,297.81,2,3.0,11,11.0,15.2,0,1,5559678
ghansoli,841.03,1,1.0,20,15.0,3.7,1,0,13357427
airoli,695.26,2,1.0,17,18.0,12.4,1,1,11983386
ghansoli,340.73,2,2.0,29,6.0,4.8,0,1,6969216
ghansoli,1117.07,2,4.0,2,7.0,13.1,1,0,18687689
airoli,1038.22,2,4.0,15,28.0,15.3,0,0,12520231
airoli,993.36,2.4597701149425286,4.0,28,23.0,8.9,0,1,12544699
nerul,121.42,3,2.0,17,16.0,7.1,0,0,1271449
panvel,1640.28,2.4597701149425286,3.0,1,15.0,8.7,1,1,22982912
vashi,252.89,2,1.0,15,20.0,10.5,1,0,2388234
panvel,711.83,2,1.0,33,10.0,8.2,0,0,9985903
nerul,665.48,1,2.5295887662988967,19,39.0,8.7,0,0,6244432
airoli,1309.84,2,2.0,30,18.0,9.8,0,0,22184537
kharghar,3430.9657487994687,1,2.5295887662988967,18,35.0,11.2,0,0,46868808
cbd belapur,619.8,2.4597701149425286,4.0,17,33.0,6.1,0,0,6682768
vashi,1364.33,3,4.0,9,16.0,6.4,0,1,19282952
belapur,1239.84,2,2.5295887662988967,4,19.846280312371558,10.7,1,0,13284533
kharghar,1811.27,3,4.0,21,33.0,3.4,1,1,29645160
cbd belapur,1216.38,2.4597701149425286,1.0,12,30.0,7.2,0,0,16621706
airoli,825.51,3,3.0,16.55400254129606,2.0,8.9,1,0,13574433
nerul,1261.93,1,3.0,23,17.0,5.7,0,0,21606730
belapur,1139.04,3,4.0,15,26.0,9.5,1,0,19359925
